entry_id	species	cell_type	gene_symbol	gene_exp	cell_subtype	sub_gene_symbol	sample_type	tissue_type	disease	pubmed_id	count	journal	sci_if	evidence	title	author	date	geo_id	
8693	Human	B cells	MS4A1				Tissues	Lung	Idiopathic pulmonary fibrosis (IPF)	31221805	21	Eur Respir J.	12.34	Table S5	Proliferating SPP1/MERTK-expressing macrophages in idiopathic pulmonary fibrosis	Christina Morse	2019.8	GSE128033	
8694	Human	Basal cells	KRT5				Tissues	Lung	Idiopathic pulmonary fibrosis (IPF)	31221805	21	Eur Respir J.	12.34	Table S5	Proliferating SPP1/MERTK-expressing macrophages in idiopathic pulmonary fibrosis	Christina Morse	2019.8	GSE128033	
8695	Human	Ciliated cells 	"FOXJ1, TPPP3"				Tissues	Lung	Idiopathic pulmonary fibrosis (IPF)	31221805	21	Eur Respir J.	12.34	Table S5	Proliferating SPP1/MERTK-expressing macrophages in idiopathic pulmonary fibrosis	Christina Morse	2019.8	GSE128033	
8696	Human	Club cells	"SCGB3A2, SCGB1A1"				Tissues	Lung	Idiopathic pulmonary fibrosis (IPF)	31221805	21	Eur Respir J.	12.34	Table S5	Proliferating SPP1/MERTK-expressing macrophages in idiopathic pulmonary fibrosis	Christina Morse	2019.8	GSE128033	
8697	Human	Cytotoxic CD8 T cells	CD8A				Tissues	Lung	Idiopathic pulmonary fibrosis (IPF)	31221805	21	Eur Respir J.	12.34	Table S5	Proliferating SPP1/MERTK-expressing macrophages in idiopathic pulmonary fibrosis	Christina Morse	2019.8	GSE128033	
8698	Human	Dendritic cells	CD1C				Tissues	Lung	Idiopathic pulmonary fibrosis (IPF)	31221805	21	Eur Respir J.	12.34	Table S5	Proliferating SPP1/MERTK-expressing macrophages in idiopathic pulmonary fibrosis	Christina Morse	2019.8	GSE128033	
8699	Human	Endothelial cells	"VWF, CLDN5"				Tissues	Lung	Idiopathic pulmonary fibrosis (IPF)	31221805	21	Eur Respir J.	12.34	Table S5	Proliferating SPP1/MERTK-expressing macrophages in idiopathic pulmonary fibrosis	Christina Morse	2019.8	GSE128033	
8700	Human	Fibroblasts	"COL1A1, SFRP2, PDGFRA"				Tissues	Lung	Idiopathic pulmonary fibrosis (IPF)	31221805	21	Eur Respir J.	12.34	Table S5	Proliferating SPP1/MERTK-expressing macrophages in idiopathic pulmonary fibrosis	Christina Morse	2019.8	GSE128033	
8701	Human	Goblet cells	MUC5B				Tissues	Lung	Idiopathic pulmonary fibrosis (IPF)	31221805	21	Eur Respir J.	12.34	Table S5	Proliferating SPP1/MERTK-expressing macrophages in idiopathic pulmonary fibrosis	Christina Morse	2019.8	GSE128033	
8702	Human	Lymphatic Endothelial cells(LECs)	LYVE1				Tissues	Lung	Idiopathic pulmonary fibrosis (IPF)	31221805	21	Eur Respir J.	12.34	Table S5	Proliferating SPP1/MERTK-expressing macrophages in idiopathic pulmonary fibrosis	Christina Morse	2019.8	GSE128033	
8703	Human	Macrophages	"CD163, CD68"				Tissues	Lung	Idiopathic pulmonary fibrosis (IPF)	31221805	21	Eur Respir J.	12.34	Table S5	Proliferating SPP1/MERTK-expressing macrophages in idiopathic pulmonary fibrosis	Christina Morse	2019.8	GSE128033	
8704	Human	Macrophages_Dendritic cells	AIF1				Tissues	Lung	Idiopathic pulmonary fibrosis (IPF)	31221805	21	Eur Respir J.	12.34	Table S5	Proliferating SPP1/MERTK-expressing macrophages in idiopathic pulmonary fibrosis	Christina Morse	2019.8	GSE128033	
8705	Human	Mast cells 	TPSAB1				Tissues	Lung	Idiopathic pulmonary fibrosis (IPF)	31221805	21	Eur Respir J.	12.34	Table S5	Proliferating SPP1/MERTK-expressing macrophages in idiopathic pulmonary fibrosis	Christina Morse	2019.8	GSE128033	
8706	Human	Natural killer (NK) cells	"GNLY, NKG7"				Tissues	Lung	Idiopathic pulmonary fibrosis (IPF)	31221805	21	Eur Respir J.	12.34	Table S5	Proliferating SPP1/MERTK-expressing macrophages in idiopathic pulmonary fibrosis	Christina Morse	2019.8	GSE128033	
8707	Human	Pericytes	"RGS5, RERGL"				Tissues	Lung	Idiopathic pulmonary fibrosis (IPF)	31221805	21	Eur Respir J.	12.34	Table S5	Proliferating SPP1/MERTK-expressing macrophages in idiopathic pulmonary fibrosis	Christina Morse	2019.8	GSE128033	
8708	Human	Plasma cells	"IGKC, JCHAIN"				Tissues	Lung	Idiopathic pulmonary fibrosis (IPF)	31221805	21	Eur Respir J.	12.34	Table S5	Proliferating SPP1/MERTK-expressing macrophages in idiopathic pulmonary fibrosis	Christina Morse	2019.8	GSE128033	
8709	Human	Smooth muscle cells (SMCs)	DES				Tissues	Lung	Idiopathic pulmonary fibrosis (IPF)	31221805	21	Eur Respir J.	12.34	Table S5	Proliferating SPP1/MERTK-expressing macrophages in idiopathic pulmonary fibrosis	Christina Morse	2019.8	GSE128033	
8710	Human	T cells	CD3D				Tissues	Lung	Idiopathic pulmonary fibrosis (IPF)	31221805	21	Eur Respir J.	12.34	Table S5	Proliferating SPP1/MERTK-expressing macrophages in idiopathic pulmonary fibrosis	Christina Morse	2019.8	GSE128033	
8711	Human	T helper cells	CD4				Tissues	Lung	Idiopathic pulmonary fibrosis (IPF)	31221805	21	Eur Respir J.	12.34	Table S5	Proliferating SPP1/MERTK-expressing macrophages in idiopathic pulmonary fibrosis	Christina Morse	2019.8	GSE128033	
8712	"Human,Chimpanzee,Bonobo,Macaque"	Choroid plexus cells	"TTR, CXCL14, HTR2C, PCP4, PMCH, PTGDS, DCN, PGM5P4-AS1, IGF1, IGFBP7, PDE6H, TRPM3, KCTD12, CA2, FAM89A, SULF1, PGM5P3-AS1, ECEL1, CLDN5, MSX1, RBM47, TPD52L1, SLC13A4, MITF, AQP1, RSPO2, KCNJ13, PIFO, LINC00305, BAMBI, CCNO, CA4, CYP27A1, TRAC, EYA4, GALNT10, FOXJ1, LRRN2, CPXM2, GMPR, C1orf168, SLC4A5, DAB2, CA10, LGI1, PDGFRB, PTHLH, AIFM3, CFAP126, HSD17B2, HSBP1L1, DMRT3, FOLR1, SMOC2, FAM81B, CLIC6, PARM1, ADRA2C, EPAS1, CDHR1, CPEB2, RBMS3, CLSTN2, ARMC3, COLEC12, PLCL1, PALMD, ANGPTL4, RSPO1, CBLN1, TIMP3, SERPINF1, GEM, KCNIP1, GLIS3, STRA6, KCTD8, KLHDC8B, ABHD2, ZFYVE16, GALNT18, PPP1R1B, BHLHE40, EMX2OS, FANK1, ZFP36, CNKSR3, RGCC, LOXL1, WLS, NRN1, PTRF, LHFPL2, SLC2A12, SLC16A10, CSRNP1, TRAK2, BMP7, ARHGAP29, MICA, GRAMD3, IFI6, STIM2, AC007325.4, CTBS, SPON1, SLC35F5, LRP10, MFAP4, MAST4, SLC5A3, LAMB1, PDLIM5, SERINC5, DUSP15, UNC5B, TMEM38A, SPATS2L, PHACTR2, CRABP2, GALNT14, SLC15A4, NOS1, CRYAB, TBC1D9, METRN, FGFR2, GNB3, DDIT4L, NFIC, SLC29A4, SLC7A8, ORAI3, ATP11C, SLCO3A1, ARHGAP18, SGK1, CYSTM1, STOX1, RASSF8, TPP1, BCAM, FAM84B, UQCRB, EMX2, RHOH, SDC2, TSHZ2, SOD3, TSKU, MORC4, C5orf49, HES1, IER3, SIL1, CDKN1C, PRNP, STK39, PDLIM2, ZNF503, IFITM3, MRPS6, IGFBP5, RAB11FIP2, REEP3, PCDH7, FAM126A, NPC2, COL2A1, ATP1B2, DPP7, KRT18, SNHG18, NOTCH2, LYPD1, TPBG, COX14, SHROOM3, MAFF, OTX2, SPARC, PBXIP1, CLU, CCDC28A, NENF, VAT1L, KCNQ1OT1, SERF2, RPL41, IGSF21, TSPAN4, ITM2B, C1orf194, CACHD1, ASS1, CCDC8, RAB11FIP1, TMEM50B, ZNF436-AS1, SLC4A2, SYCE1L, MT-ND3, MLLT1, JUNB, PTP4A3, OSBPL1A, C1orf54, TOMM7, ST5, IFITM2, C19orf81, RHOC, PLXDC2, UQCR11, A1BG, ANXA6, IGSF10, P4HTM, TEX264, C3orf58, DOK5, ORAI1, CSTB, EGR1, CD63, TPT1, MGAT4B, TMEM205, MT-CO1, ABHD11, IFI27L2, ARFGEF3, COCH, CA14, MT-ND2, SCAMP1-AS1, COL4A5, CAMK1D, CST3, CDO1, POLR2L, AGPAT2, GSTK1, MPC1, B3GNT2, BCAR1, SELM, EMC2, DLK1, SLC5A6, GCLM, CCDC160, PARD6B, ABHD14A, IFI27L1, KAZN, FTH1, PPP2R5A, COX7C, NEAT1, ATP2C1, GULP1, CIB1, RPS28, GRN, TPPP3, BLVRB, ZFP36L2, SYNGR1, COL18A1, DJC4, TMEM141, RHBDD2, SVIP, HSPB1, AK4, HSBP1, KIF9, SERPINB6, COX8A, SYS1, C1orf122, TMEM179B, RPL37A, IGFBP6, CLEC11A, TMCO3, TMEM256, MT-ND4, SLC9A3R1, ZNF226, UACA, CLDN3, CTSD, EMP3, PCBD1, MT-CO3, CHPF, FAM175A, CD81, LAMP2, UNC119, GCC2, ATP5E, LGALS3BP, RBP1, MT-CYB, RPL17, TMEM98, RAB13, ROMO1, NBL1, RPL31, ITM2C, NDUFB5, NDUFA1, NDUFC1, MT-ND1, SEPP1, UBL5, RPL26, ARID5B, FEZF2, RPLP1, PIK3C3, CERS4, RPL36, FAM234A, MT-ND4L, CHKA, PLS3, NDUFB1, OST4, BCAS4, CD59, ABAT, AC090498.1, UQCRQ, FOS, MT-CO2, COX7B, LY6H, TMEM134, ADD3, CD164, PCSK1N, ID3, MORN2, EFHC1, ZSCAN16-AS1, ATP5L, PLTP, PCBP4, NMB, SQSTM1, MLF1, PSAP, STARD3, VGLL4, TMEM106C, DDIT3, TMA7, MSI2, CDV3, MFAP2, ARHGAP5, GSTM3, DPCD, TM7SF2, CNN3, SPCS1, SOCS3, GPAA1, NDUFAF3, CAST, MMP24-AS1, CFAP36, FLOT1, BTG2, SLC22A17, C14orf2, SMCO4, NBEAL1, NDUFA2, GAMT, HADHB, LINC00998, EEF1A1, ATP1A2, MT-ND5, CYR61, BSG, IGFBP2, RPS27, PFDN5, C12orf75, IFT22, BLOC1S1, COX5B, RPL35A, CHCHD10, HDDC2, ATRAID, KTN1, SCD5, RPS20, GSTP1, SOD1, CBX6, SERPINH1, DJC3, C19orf70, MAP2K2, BRI3, ATOX1, RPL37, A38, LRPAP1, ALDOA, SEPW1, MEST, RPS10, TMEM70, DNPH1, COX6B1, ISCU, DGCR6L, ATP5I, HRSP12, SLC25A39, PHPT1, PALLD, MT-ATP6, ZNF106, FKBP2, COX6C, RPL38, C6orf48, BAD, TLE1, AP1S2, COPRS, G6PC3, VKORC1, NME3, ATP6V0E1, MINOS1, PLD3, TMEM219, DAD1, MRPL33, CUTA, TBCA, GUK1, NDUFA3, SPG21, APH1A, SNHG7, MPC2, GPX4, C7orf50, C4orf48, C7orf73, AKAP9, APLP2, CIRBP, SAT2, HIGD2A, KDELR1, RPL23, TMEM147, RPS27L, ATP5D, GOLM1, CETN2, NDUFB3, GPX1, TMEM230, PKM, RPL36A, HMGN3, TMEM14B, C19orf53, MIF, NDUFB4, PRDX3, TMEM14C, B2M, MALAT1, RGS2"				Tissues	Brain	Normal	31619793	24	Nature.	42.78	Supplementary_Table_4	Loss of the branched-chain amino acid transporter CD98hc alters the development of colonic macrophages in mice	Sabina Kanton	2019.1	" GSE75140, GSE86207 "	
8713	"Human,Chimpanzee,Bonobo,Macaque"	cortical Neurons 1	"NEUROD6, NEUROD2, NFIB, BHLHE22, SSTR2, GPM6A, SLA, IGFBP5, STMN2, GAP43, BCL11A, CSRP2, GRIA2, PPP2R2B, SOX11, NELL2, CNTP2, NFIA, PDE1A, SP25, THSD7A, BCHE, CPE, SOX5, ENC1, MAP1B, SYT1, RTN1, NRN1, THRA, RAB3A, CAMKV, OLFM1, FOXG1, AUTS2, SNCA, JUN, ZBTB18, TSPAN13, BASP1, NSG1, CHD3, TTC9B, TUBA1A, MAPT, FRMD4B, TTC3, MLLT11, CRMP1, PCSK1N, KIF5C, CELF2, ELAVL4, SEZ6L2, TMSB10, HMP19, FAM49A, ID2, ELAVL3, RBFOX2, RASL11B, TBR1, BEX1, TSPO, SRGAP1, TUBB2B, FEZF2, STMN4, SEZ6, APLP1, C3orf14, NREP, ATP6V1G2, SYT4, EFNB2, LY6H, BEX2, TMEM59L, VAMP2, CAMK2N1, PODXL2, TUBB2A, CAP2, CDK5R1, NTRK3, TERF2IP, DRAXIN, SH3BP5, SOX4, HN1, FJX1, TMEM132A, GADD45G, UCHL1, CLMP, EEF1A2, DCX, PRDM8, RUNX1T1, PLX2, NRXN1, NOL4, SCG3, PAFAH1B3, GRIA1, CDKN2D, MAP2, KLC1, CELF3, NR2F2, BZW2, DDAH2, GO1, FAM57B, SYP, HPCA, SLC17A7, PHF20L1, MAP1LC3A, SHB, ARPP21, CTXN1, PAK3, SPTAN1, CNR1, KIFAP3, PGAP1, C4orf48, GSTA4, RAB33A, CEP170, STXBP1, FAM89B, ZNF462, NEUROD1, MYO6, GLRX, DUSP1, GI1, ATAT1, TMEM35, NPDC1, CADM1, KHDRBS3, PAK7, RHOB, AMER2, TCF4, CCDC112, CSAD, RUFY3, MLLT4, TAGLN3, GDAP1L1, EVL, BAIAP2-AS1, MYCN, CALM1, CELF4, ZNF428, RTN4, MALAT1, NFASC, 44442, RNF187, MAP1A, JPH4, AKT3, YWHAH, KIF3A, ST3GAL1, LINGO1, NCKAP5, RBFOX3, CEP85L, KIDINS220, EPB41L3, CDC42EP3, DSTN, LINC01122, CSNK1E, CCNI, NUDT3, H1FX, TCEAL2, MLLT3, CACNG8, ENO2, SERPINI1, HPCAL1, FGF13, CAMK1D, IDS, NTM, NEO1, GPC2, CAMK2B, BCL7A, FXYD6, SEZ6L, DDX24, DCC, ARL4D, NCAM1, AKAP9, PFDN2, ABHD6, SULT4A1, SBK1, ATP6V1F, LIN7A, ATP1A3, CELF5, FNBP1L, PPP2R5B, LRRC7, FEZ1, GDI1, HCFC1R1, PPFIA2, COX7A2, APP, SH3GL2, ACTL6B, PGM2L1, CHGB, KLHL35, NDFIP1, BCL11B, PALMD, CNIH2, KIF1A, MYT1L, RPAIN, PFKM, NHSL1, PHACTR3, LINC00461, CDC42, YWHAG, PCDH8, TUBB, LDOC1, PDGFC, EMX1, CORO2B, NEUROG2, LIMCH1, APBA2, ANKRD12, KLF7, ARHGAP21, ATCAY, FYN, RNF24, I, DUOX1, V1, KCNQ3, RGS17, SCD5, AAK1, NBEA, COMMD3, UBC, RPS6KL1, PPA1, GNG2, RUFY2, CRIP2, NSMF, PCDH9, GFOD1, B3GAT1, PLPPR2, DPF1, CAMK4, USP11, IGSF21, CSRNP3, ZEB2, STMN1, NRXN2, FMNL2, GRIN2B, YWHAB, MSRA, PCLO, DMTN, RAB2A, GABARAPL2, ATL1, PLPPR1, KCNG1, REEP1, HSPA8, EIF4A2, KDM6B, SFXN3, PHYHIP, ZC3H6, TMOD2, MARCKSL1, CCSAP, NCAN, AMN1, MAPRE3, UNC5A, AFF3, GPR162, PLX4, SLC1A2, PTMS, KIF3C, SNCB, GPR12, SCN3B, AC004158.3, DAB1, SPIRE1, WDR47, GAREM1, SLIT1, C1orf216, GRIA3, NFIX, PARP6, RTN4RL2, RP11-490M8.1, TUBB4A, RFPL1S, EPHA5, KIF21A, DBN1, TTLL7, ZNF148, ANK3, PLPPR3, GNG3, PALM, ZNRF1, C14orf132, ATRX, TSC22D1, PIK3R1, SERINC1, SARAF, SRPK2, FAM107B, MXI1, TMEM57, ARID4A, VPS26B, ANKRD46, TM2D3, CLASP2, SMARCA4, OPTN, SVBP, MAGEH1, MIAT, ZNF91, RSF1, CCNG2, TMEM106B, ERC1, IGSF3, LMO3, LBH, GRB2, NDUFA5, NOVA2, NDUFC2, PRKAR2B, NECAP1, VPS28, APBB1, RP11-395G23.3, C16orf45, TCEAL1, TMEM161B-AS1, TCEAL4, NR2F1, PJA2, AP1S1, DCTN3, DHPS, XPR1, RTF1, SRGAP3, PNMA1, CXADR, DYNLRB1, RTN3, C9orf16, DAAM1, CLIP1, MAPK8, PPP3CB, 44261, MEAF6, SEC11C, MTMR4, ZNF821, GSTM3, CTTNBP2, SLC25A4, UQCRQ, TCAF1, FDFT1, MGST3, MAP4K4, OCIAD2, TMEM59, PRMT2, PPP3CA, CERS6, AK1, PIK3R3, GNB1, NEFM, DIXDC1, BRI3, IRF2BPL, ATP6V0B, SV2A, LINC00685, IGFBP2, NUCB2, STARD4-AS1, DPYSL2, DNER, RPL36A, PHF14, PTPN4, POLR1D, DLGAP4, CLTB, TSPAN14, MCTS1, MEX3A, TIPRL, ACTR10, SYT11, PHF20, ABRACL, TANK, CMPK1, SAT2, MSMO1, KIF1B, GSK3B, PAPSS1, FAM96B, HMGCS1, SPATS2, TNRC6C, ZNF292, SQLE, ASNS, CCDC107, MPC2, SLC4A7, SSBP2, MIEN1, SECISBP2, ARPC5, NRP2, FAM3C, ETFB, MEF2C, GABPB1-AS1, MVD, ANP32A, IDI1, SLF1, ALDOC, PTPRS"				Tissues	Brain	Normal	31619793	24	Nature.	42.78	Supplementary_Table_4	Organoid single-cell genomic atlas uncovers human-specific features of brain development	Sabina Kanton	2019.1	" GSE75140, GSE86207 "	
8714	"Human,Chimpanzee,Bonobo,Macaque"	cortical Neurons 1	"LMO3, IGFBP5, NEUROD2, THSD7A, NFIB, GPR22, NEUROD6, SP25, GPM6A, CNTP2, PDE1A, SOX5, RTN1, GRIA2, NECAB1, ID2, HMP19, SNCA, FEZF2, CAMKV, RUNX1T1, NELL2, MAP1B, KHDRBS3, TBR1, FXYD6, FAM49A, MAPT, CELF4, SYT1, LY6H, NEGR1, CPE, CSRP2, GAP43, MEF2C, VSTM2L, BCL11A, STMN2, TMEM59L, NFIA, DACT1, NR4A2, RAB3A, SH3GL2, BEX2, CRMP1, TUBB2A, THRA, CDH7, SEZ6L2, LPL, ST3GAL1, NDFIP1, PCLO, VAMP2, CAMK2B, PGM2L1, OLFM1, YWHAH, KCNG1, CALM1, SEZ6, CTNND2, SLA, TMEM35, CDKN2D, TTC9B, NSG1, RBFOX2, CXADR, STMN4, PODXL2, CALY, MAP1LC3A, NOL4, BASP1, SLC17A7, RALYL, PPP3CA, ARPP21, LINGO1, CAMK2N1, PIK3R1, XPR1, NCAM1, KIDINS220, KAZN, GRIN2B, MGLL, APLP1, FAM3C, NBEA, PCSK1N, SSTR2, KIF5C, SSBP2, SCD5, MAP2, BCL11B, DRAXIN, EPB41L3, NRN1, DOK6, DPF1, AC004158.3, SULT4A1, SPTAN1, NRXN1, SARAF, ZBTB18, SERINC1, CNIH2, PRDM8, SCG3, LMO7, GUCY1A3, CELF2, BEX1, SHTN1, DCLK1, PPP2R2B, PAK3, GO1, YWHAB, NPR3, ARID4A, UCHL1, GI1, KLC1, GRIA1, NTM, CSAD, DACH2, ATAT1, CDK5R1, SCN3B, SYP, TMEM108, PRKAR2B, ATP1A3, TMEM132A, RTN4, C11orf96, R3HDM1, STXBP1, SPOCK1, GABBR2, NRXN2, KIFAP3, SERPINI1, REEP1, IGSF21, CLCN4, PHACTR3, TANC2, BACH2, 44442, CHGA, DMTN, CTTNBP2, GRIA3, NECAP1, SLC8A1, CADM3, MYT1L, CACNG8, NEO1, PRKCB, GAREM1, DLG2, HPCA, LIN7A, SCN2A, FGF12, ANKS1B, EEF1A2, DAB1, FLRT2, PRKACB, NKAIN2, B3GAT1, CNTN1, NRCAM, SYT5, PLPPR2, SNCB, CELF3, GABRG2, GABRB2, RCAN1, CDKL2, PDGFC, PAK7, FAM181B, LINC01122, B3GALT2, OPCML, NSMF, KCNK12, GFOD1, NOV, TMOD2, CAMK4, ATP8A2, ADGRB3, DISP2, PPFIA2, RP11-356J5.12, PLPPR1, MPPED1, CNR1, SIAH3, L1CAM, RGS7, GABRA2, CHGB, RPS6KL1, C1orf216, FRRS1L, NFASC, SYNGR3, SLIT1, NDRG1, GRM3, SLC26A4-AS1, SLCO3A1, LRRTM4, BAIAP2-AS1, 44259, SYT13, TMEM163, PLPPR5, CES4A, BRINP1, GPR85, RFPL1S, CDH13, ADRA2A, STX1A, CAC1E, PRKCE, NRSN1, GPR12, CHST1, SP91, LINC00643, SLC24A2, FRMD3, KCNJ6, GAS7, DPP10, PHYHIP, KIFC3, ADAMTS3, INHBA-AS1, JAKMIP1, ZFPM2, GOLGA7B, TUBB4A, PALMD, SSBP3, MAPK8IP2, DYNC1I1, KIF3A, CHD5, ASAH1, PLK2, CDC42, CSRNP3, ADCY1, AMER2, C2orf80, CELF5, SOX4, EPHA5, ANK2, ANK3, MACROD2, IDS, NDP, FOXG1, SV2A, ADRBK2, DKK3, NFIX, SYNDIG1, SFXN3, C3orf14, ATP6V1G2, JPH4, DCX, CADM1, LDB2, TERF2IP, SMARCA2, XKR4, SH3BP5, RAP2A, SRPK2, V3, PLPPR3, TENM3, EFNB2, GUCY1B3, P1L5, MAPRE3, SYN1, FAM134B, GNG2, ELAVL3, LRRC7, FXYD7, NPDC1, PLXDC2, NYAP1, AKR1C2, GPR27, CTXN1, CLASP2, DYNLL1, TUBA1A, RBFOX1, ANKRD44, EML1, FAM171B, PAFAH1B3, NCAM2, DAAM1, TCEAL1, RAB2A, CPLX2, CCSAP, PSD, GPRIN1, DMD, HN1, RUFY3, CLTB, SYBU, RNF187, PINK1, ZEB2, TMSB10, CAP2, SOBP, ITFG1, NDUFA5, WDR47, STOML1, WRB, SRGAP1, GLRB, MSRA, CADM4, RHOB, CSNK1E, MAL2, PPP2R5B, CHD3, ARL8A, ATP6V0B, CCDC184, KIAA2022, PPP3CB, FAM110B, GPR162, PPM1L, MLLT3, BACE2, ATP9A, SPINT2, MOAP1, CCDC112, TSPAN13, FAT3, KIF21B, I, ACTR10, BEX4, AFF3, ZNRF1, RGS17, LRRC24, MAGEH1, ATRX, PHACTR1, ST3GAL5, CALM3, PEBP1, CORO1A, ELAVL4, ATP6AP2, SLITRK4, KIF3C, AMN1, FMNL2, RUNDC3A, TCEAL2, GSTA4, ACTL6B, TTC3, NMT2, KIF5A, GRB2, FNBP1L, ABHD6, ANKRD46, GSTM3, ATP6V1B2, TIMP2, CLMP, RAB9B, PJA2, NCAN, FAM89B, MAP6, SPTBN1, TCEAL4, ANKRD12, DTNBP1, CAMK1D, TM2D3, PNMA1, MLLT11, DJB6, CEP19, FAM57B, AKAP9, SNX10, TMEM14A, H1FX, ENO2, AAK1, OLFM2, FBXL2, DPYSL2, TSPAN7, PARP6, PTPRD, ROGDI, PCDH19, HIP1R, VSNL1, STMN1, ZC3H6, TNIK, MYO5A, CPEB4, DLGAP1, ARFGEF3, AUTS2, RIC3, MT-ND3, NUDT3, SLC25A4, FEZ1, CRIP2, AKR1C1, MED13L, JUN, CAMKK2, RPRM, MAP9, V1, EIF4A2, NDRG4, C6orf1, ZBTB38, CYFIP2, RP11-490M8.1, LRRN3, TAOK3, TMEM106B, NCOA7, SRGAP2, LRRC3B, CDH6, OPTN, PRDM2, ASPHD1, GZ, YWHAG, LIN7B, SRGAP3, MTURN, APP, BLCAP, FAT4, KIF1A, ETV1, AP2B1, ZNF91, BCAP29, MLLT4, WSB2, RP11-395G23.3, APBB1, TMEM161B-AS1, AGAP1, RTN3, KIF3B, PRKCZ, CMIP, ATP6V0E2, PKIA, SEC62, GABBR1, IGSF3, PRNP, C16orf45, CTN2, GNPTAB, WASF1, GL, LINC00461, BCL7A, PSD3, TSPO, SBK1, PRR7, P1L3, FGF13, SMAP2, GDI1, STX12, CEP170, PRMT2, RUFY2, PBX1, LINC00632, MAP1A, KIAA0895L, OCIAD1, GABARAPL1, C4orf48, ANKRD36C, NOVA2, PCMT1, ABRACL, PNPLA3, ARHGEF9, COX7A2, SLC1A2, CEP85L, AASDHPPT, RAB33A, PCDHA12, RFK, SHOC2, NCKAP5, ATP6V1F, TUSC3, SUN2, CDK5, KIF1B, TUBB2B, DEAF1, ZC3H13, 44261, IFM1, ZNF428, ATCAY, SCAPER, NTRK3, USP11, ARHGEF12, FAM107B, IRF2BPL, RBFOX3, GALNT11, NUCB2, DSTN, PLD3, ATP6V1A, PNMAL1, GNB1, QDPR, LINC00657, SSBP4, MARCKSL1, UBC, KCNMB4, THY1, B4GAT1, MALAT1, CLSTN1, AKT3, ATP6AP1, TAGLN3, LSAMP, MYCBP2, MEAF6, WAC-AS1, GAS6, CLIP1, RP1-39G22.7, NUMB, ATP6V1E1, PEG10, SHISA2, WHSC1L1, KLHL5, FSD1L, SLC22A17, BDP1, APBA2, FAM131A, ELOVL4, DYNLRB1, GABARAPL2, TTLL7, ANKRD36, AK1, ATP13A2, HCFC1R1, ERC1, GABPB1-AS1, LINC00685, NREP, TBCB, MPC2, GABRB3, PCSK7, FAM134A, CD200, ZNF148, ENC1, BMPR2, SQLE, SRGAP2C, ATL1, HMGCS1, SPOP, C5orf24, CCSER2, GFOD2, GRI, CAMK2G, ATXN10, SCAMP1, EPM2AIP1, FAM126B, SEC11C, SEMA3A, HAGH, SERP2, ATP6V1H, GGH, ARL6IP5, MAPRE2, CCDC107, PNPLA8, C2orf69, RRAGA, EVL, PCDH9, SRD5A1, RASL11B, ENHO, MT-ND1, TP53I11, HSD11B1L, TANK, ARPC2, FKBP1B, TSC22D1, MSMO1, GQ, DCTN3, DYRK2, HERC1, MAN1A2, JAKMIP2, GSK3A, CD47, ATP6V0A1, DYNC1I2, PITHD1, SLK, APC, SRGAP2B, TXNIP, ENOPH1, AP2A2, GTF2H5, RPAIN, DPYSL5, TNRC6C, LRRC1, OSBPL8, ULK3, LCORL, ZNF883, SERINC3, SYT11, TRAPPC4, ABHD14A, B3GNT2, ACVR2A, SESTD1, SLC1A6, MGST3, LDOC1, AP1S1, SVBP, RAB6A, RP3-525N10.2, ADD2, SMIM8, TBC1D14, HSDL1, MYL12B, HERC2, ACSL4, ARF3, KLF7, WBP2, ATP1B1, MT-ND5, NNT-AS1, ABI2, ATAD1, MIAT, PFKM, ING2, BRWD1, EF3, MCTS1, BRD3, PHF20, RHBDD2, R3HDM2, PTPRA, MAP7D1, ZNF821, FARSB, LYRM7, ROBO2, YPEL3, MIEN1, NLRP1, C16orf87, TIPRL, ACTR3B, SPPL3, ACBD6, SCAI, PTDSS1, PKN1, SORBS2, POLR3GL, EBLN3, CAMLG, RP11-382A20.3, MPC1, MDH1, ADGRL1, NETO2, MTMR4, C12orf76, TCAF1, HDAC5, MVD, VRK1, PPP2R1A, TMEM59, AP1M1, TSPAN14, KLF6, CCDC90B, DYNC1H1, DDX24, MT-ND4L, EMC10, ARG2, C14orf37, PPA1, VPS28, BZW2, CCZ1, RTF1, KIAA2026, SATB1, CLASP1, IDH3G, RAB14, TCEAL5, YWHAZ, MAP4, TCTEX1D2, ATOX1, KCNQ1OT1, ACTR1A, FAM177A1, RAB1A, PIK3R3, PELI1, RBPJ, MTMR9, HOMER1, DYNC1LI1, MKRN1, NRP2, CMPK1, MED19, ARMCX3, CEP290, DHPS, FAM204A, MT-ND2, GNB5, OTUD6B-AS1, CHMP5, ARPC5, VTA1, TCF25, PGRMC1, SMAP1, IDI1, PRRC2B, RDH11, BEX5, GHITM, TRIM2, REEP5, MTX2, TCEAL7, STT3B, RSBN1L, ARGLU1, TMEM50A, ACSL3, DUSP1, DHCR7, PAFAH1B1, TAF9, C9orf16, CMAS, MT-ND4, GNB4, DJB1, HMGCR, TSPYL1, MT-CYB, COMMD2, FBXW7, SCG5, ACAT2, VCAN"				Tissues	Brain	Normal	31619793	24	Nature.	42.78	Supplementary_Table_4	Organoid single-cell genomic atlas uncovers human-specific features of brain development	Sabina Kanton	2019.1	" GSE75140, GSE86207 "	
