entry_id	species	cell_type	gene_symbol	gene_exp	cell_subtype	sub_gene_symbol	sample_type	tissue_type	disease	pubmed_id	count	journal	sci_if	evidence	title	author	date	geo_id
6063	Mouse	Plasma cells	"Jchain, Mzb1, Os9, Derl3, Edem2, Prdm1, Irf4, Cxcr3, Tnfrsf17"				Tissues	Lymph node 	Vesicular stomatitis virus	32424359	15	Nat Immunol	20.47	Extended Data Fig. 8b	Remodeling of light and dark zone follicular dendritic cells governs germinal center responses	Natalia B Pikor	2020.05	"E-MTAB-8445, E-MTAB-8454, E-MTAB-8904"
6064	Mouse	T/B border reticular cells	"Ccl21a, Ccl19, Fmod"				Tissues	Lymph node 	Vesicular stomatitis virus	32424359	15	Nat Immunol 	20.47	"Computation of cluster-specific genes revealed transcriptional signatures consistent with MRCs (Madcam1 and Tnfsf11 (the gene encoding RANKL)); two subsets of FDCs sharing high Cr2 gene expression; TBRCs expressing Ccl21a, Ccl19 and Fmod; a subset expressing Tnfsf11 and Ch25h; and two subsets of medullary reticular cells (MedRCs) sharing expression of Lum, which encodes the extracellular matrix proteoglycan lumican"	Remodeling of light and dark zone follicular dendritic cells governs germinal center responses	Natalia B Pikor	2020.05	"E-MTAB-8445, E-MTAB-8454, E-MTAB-8904"
6065	Mouse	Medullary reticular cells	Lum				Tissues	Lymph node 	Vesicular stomatitis virus	32424359	15	Nat Immunol	20.47	"Computation of cluster-specific genes revealed transcriptional signatures consistent with MRCs (Madcam1 and Tnfsf11 (the gene encoding RANKL)); two subsets of FDCs sharing high Cr2 gene expression; TBRCs expressing Ccl21a, Ccl19 and Fmod; a subset expressing Tnfsf11 and Ch25h; and two subsets of medullary reticular cells (MedRCs) sharing expression of Lum, whichencodes the extracellular matrix proteoglycan lumican"	Remodeling of light and dark zone follicular dendritic cells governs germinal center responses	Natalia B Pikor	2020.05	"E-MTAB-8445, E-MTAB-8454, E-MTAB-8904"
6066	Mouse	Interfollicular reticular cells	Ch25h				Tissues	Lymph node 	Vesicular stomatitis virus	32424359	15	Nat Immunol	20.47	Fig. 2c	Remodeling of light and dark zone follicular dendritic cells governs germinal center responses	Natalia B Pikor	2020.05	"E-MTAB-8445, E-MTAB-8454, E-MTAB-8904"
6084	Mouse	Pan-lymphatic Endothelial cells	Prox1				Tissues	Lymph node 	Normal	32426372	22	Front Cardiovasc Med	3.92	Prospero homeobox protein 1 (Prox1) was used as a pan-LEC marker in the analysis 	A Single-Cell Transcriptional Roadmap of the Mouse and Human Lymph Node Lymphatic Vasculature	Menglan Xiang	2020.04	"GSE143877, GSE145121"
6085	Mouse	Subcapsular sinus ceiling 	Ackr4				Tissues	Lymph node 	Normal	32426372	22	Front Cardiovasc Med	3.92	"Our analyses identified major clusters representing LN cLECs and fLECs based on the expression of known SCS ceiling marker Ackr4 (9) as well as SCS floor markers Madcam1 (7, 14) and the chemokine Ccl20"	A Single-Cell Transcriptional Roadmap of the Mouse and Human Lymph Node Lymphatic Vasculature	Menglan Xiang	2020.04	"GSE143877, GSE145121"
6086	Mouse	Subcapsular sinus floor	Madcam1				Tissues	Lymph node 	Normal	32426372	22	Front Cardiovasc Med	3.92	"Our analyses identified major clusters representing LN cLECs and fLECs based on the expression of known SCS ceiling marker Ackr4 (9) as well as SCS floor markers Madcam1 (7, 14) and the chemokine Ccl20"	A Single-Cell Transcriptional Roadmap of the Mouse and Human Lymph Node Lymphatic Vasculature	Menglan Xiang	2020.04	"GSE143877, GSE145121"
6087	Mouse	Lymphatic valve	Foxc2				Tissues	Lymph node 	Normal	32426372	22	Front Cardiovasc Med	3.92	"Candidate valve-related LECs display high expression of known lymphatic valve markers, including the transcription factor Forkhead box protein C2 (Foxc2)"	A Single-Cell Transcriptional Roadmap of the Mouse and Human Lymph Node Lymphatic Vasculature	Menglan Xiang	2020.04	"GSE143877, GSE145121"
6088	Mouse	Peripheral lymphatic vessels 	"Lyve1, Ccl21"				Tissues	Lymph node 	Normal	32426372	22	Front Cardiovasc Med	3.92	"A minor cluster, most apparent in tSpace projections (Figure 1C) and associated with valve, expressed higher levels of peripheral lymphatic vessels markers including lymphatic vessel endothelial hyaluronan receptor 1 (Lyve1) and the chemokine Ccl21, together with lower expression of Foxc2 compared to the candidate valve LECs"	A Single-Cell Transcriptional Roadmap of the Mouse and Human Lymph Node Lymphatic Vasculature	Menglan Xiang	2020.04	"GSE143877, GSE145121"
6090	Mouse	B cells	B220				Tissues	Lymph node 	Normal	32426372	22	Front Cardiovasc Med	3.92	Co-staining of MARCO and the B-cell marker B220 shows that MARCOhigh regions start from the cortical areas (defined based on presence of B-cell follicles) and extend into the peri-follicular medulla of both inguinal and popliteal LNs	A Single-Cell Transcriptional Roadmap of the Mouse and Human Lymph Node Lymphatic Vasculature	Menglan Xiang	2020.04	"GSE143877, GSE145121"
6091	Mouse	Floor lymphatic Endothelial cells	"Ccl20, Bmp2, Lyve1, Madcam1, Pd-l1/Cd274, Bmp2, Cd74, C2, Clu, Csf1, Ifngr2, Il33, Ltb, Mmp9, Relb, Vcam1, Msr1, Cxcl1, Cxcl16, Glycam1, H2-Ab1, Icam1, Pf4, Smad1, Smad4, Vcam1"				Tissues	Lymph node 	Normal	32426372	22	Front Cardiovasc Med	3.92	"Figure 5. As noted earlier, the Mouse fLEC markers Madcam1 and Msr1 are poorly expressed by Human LECs. Figure 8. Ox1 shows reduced expression of fLEC marker genes Cd74 and Bmp2, and Ox2 of Ptx3-LEC marker genes including Stab2 and Tgfbi. Gray value intensity across the ROI for LYVE-1 (Marco-LEC marker) and MAdCAM-1 (fLEC marker) displaying decreasing or increasing expression along a path from the peri-follicular medullary sinuses to the SCS floor, respectively. fLECs are also enriched for chemokines, including the known fLEC marker Ccl20 (CCR6 ligand).As mentioned earlier, Bmp2 is specifically expressed by fLECs (Figure 5B and Figures S4, S5) that are also enriched for both Smad1 and Smad4 (Figure 5B and Figure S4) suggesting a role for BMP-signaling in fLEC homeostasis. We plotted gene expression of cells along the path from cLEC to fLEC (Figure S5 and Figure S7A) and found that individual cells within the bridge display variable levels of cLEC and fLEC marker transcripts including Lyve1. We plotted gene expression of cells along the path from cLEC to fLEC (Figure S5 and Figure S7A) and found that individual cells within the bridge display variable levels of cLEC and fLEC marker transcripts including Lyve1 (Figure S7A), but overall a decreasing gradient of cLEC markers (e.g., Ackr4 and Cav1) and an increasing gradient of fLEC markers (Madcam1, Pd-l1/Cd274) in the progression from cLEC to fLEC. However, RNAscope revealed that bridging cells lack mRNA for Bmp4 (cLEC marker) and have intermediate expression of Bmp2 (fLEC marker), a pattern consistent with the single cell profiles of the predicted bridge."	A Single-Cell Transcriptional Roadmap of the Mouse and Human Lymph Node Lymphatic Vasculature	Menglan Xiang	2020.04	"GSE143877, GSE145121"
6092	Mouse	Ceiling lymphatic Endothelial cells	"Ackr4, Cav1, Bmp4, Cd93, Cldn5, Jag1, Pdgfa, Pdgfb, Stab2, Cd9, Cdh13, Edn1, Fabp4, Fn1, Gdf10, Gja4, Klf4, Mmrn1, Mmrn2, Nts, Nudt4"				Tissues	Lymph node 	Normal	32426372	22	Front Cardiovasc Med	3.92	"Figure 5. Figure 8. Deletion of Foxc2 in lymphatic vessels has been shown to lead to downregulation of the cLEC marker Ackr4, but also to mislocation of surrounding smooth muscle cells. We plotted gene expression of cells along the path from cLEC to fLEC (Figure S5 and Figure S7A) and found that individual cells within the bridge display variable levels of cLEC and fLEC marker transcripts including Lyve1 (Figure S7A), but overall a decreasing gradient of cLEC markers (e.g., Ackr4 and Cav1) . However, RNAscope revealed that bridging cells lack mRNA for Bmp4 (cLEC marker) and have intermediate expression of Bmp2 (fLEC marker), a pattern consistent with the single cell profiles of the predicted bridge."	A Single-Cell Transcriptional Roadmap of the Mouse and Human Lymph Node Lymphatic Vasculature	Menglan Xiang	2020.04	"GSE143877, GSE145121"
6095	Mouse	Ptx3-lymphatic Endothelial cells	"Reln, Angpt2, Stab2, Tgfbi, Ccl21a, Flt4, Itih5, Kdr, Lyve1, Mgll, Mrc1, Npr1, Npr2, Ptx3"				Tissues	Lymph node 	Normal	32426372	22	Front Cardiovasc Med	3.92	"Figure 8. Ox1 shows reduced expression of fLEC marker genes Cd74 and Bmp2, and Ox2 of Ptx3-LEC marker genes including Stab2 and Tgfb. The Ptx3-LEC marker Reelin (Reln) is an extracellular matrix glycoprotein. The Ptx3-LEC marker Angiopoietin 2 (Angpt2) has also been linked to LEC proliferation (75, 76),it can induce lymphatic hyperplasia when overexpressed (76) and is highly expressed by newly formed lymphatic vessels in inflammation-induced lymphangiogenesis."	A Single-Cell Transcriptional Roadmap of the Mouse and Human Lymph Node Lymphatic Vasculature	Menglan Xiang	2020.04	"GSE143877, GSE145121"
6096	Mouse	Macro-lymphatic Endothelial cells	"C2, Cd274, Clec4g, Csf1, Csf2rb, F8, Il2rg, Il33, Ltbp2, Marco, Tnc, Tspan7, Clec1b, Kdr, Lyve1"				Tissues	Lymph node 	Normal	32426372	22	Front Cardiovasc Med	3.92	Figure 5. Figure 8	A Single-Cell Transcriptional Roadmap of the Mouse and Human Lymph Node Lymphatic Vasculature	Menglan Xiang	2020.04	"GSE143877, GSE145121"
6097	Mouse	Valve	"Cldn11, Esam, Foxc2, Gata2"				Tissues	Lymph node 	Normal	32426372	22	Front Cardiovasc Med	3.92	Figure 8	A Single-Cell Transcriptional Roadmap of the Mouse and Human Lymph Node Lymphatic Vasculature	Menglan Xiang	2020.04	"GSE143877, GSE145121"
6102	Mouse	Peripheral capillary lymphatic vessels	"Ccl21, Lyve1"				Tissues	Lymph node 	Normal	32426372	22	Front Cardiovasc Med	3.92	"Unexpectedly, Mouse Ptx3-LECs align with a subset (LEC IV) that we previously related to capillary LECs based on their enrichment for expression of Ccl21 and Lyve1 (27), gene markers of peripheral capillary lymphatic vessels."	A Single-Cell Transcriptional Roadmap of the Mouse and Human Lymph Node Lymphatic Vasculature	Menglan Xiang	2020.04	"GSE143877, GSE145121"
6103	Mouse	sinusoidal endothelial 	Stab2				Tissues	Lymph node 	Normal	32426372	22	Front Cardiovasc Med	3.92	"Supporting a medullary identity, Ptx3-LECs and LEC IV share high levels the sinusoidal endothelial marker Stab2/STAB2 (46), shown to be expressed by medullary sinuses in Human LNs."	A Single-Cell Transcriptional Roadmap of the Mouse and Human Lymph Node Lymphatic Vasculature	Menglan Xiang	2020.04	"GSE143877, GSE145121"
6104	Mouse	Transition zone lymphatic Endothelial cells	Ptn				Tissues	Lymph node 	Normal	32426372	22	Front Cardiovasc Med	3.92	Figure 5	A Single-Cell Transcriptional Roadmap of the Mouse and Human Lymph Node Lymphatic Vasculature	Menglan Xiang	2020.04	"GSE143877, GSE145121"
6105	"Human,Mouse"	Inflammation-associated cell	Hif1a				Organoids	Heart 	Experimental autoimmune myocarditis	32431172	33	Circulation	23.61	"Then, we obtained insights into immune cell clusters such as macrophage cluster 2 and T-helper (Th) 17 cells, related to the inflammatory response. Next, Hif1a was identified as a hallmark transcription factor (TF) of inflammation-associated cell clusters, and its inhibitor, PX-478, could alleviate the inflammatory response to EAM at the different phases."	Single-Cell RNA Sequencing to Dissect the Immunological Network of Autoimmune Myocarditis	Xiumeng Hua	2020.07	GSE142564
6106	"Human,Mouse"	Macrophages	Adgre1				Organoids	Heart 	Experimental autoimmune myocarditis	32431172	33	Circulation	23.61	Figure 1C	Single-Cell RNA Sequencing to Dissect the Immunological Network of Autoimmune Myocarditis	Xiumeng Hua	2020.07	GSE142564
6107	"Human,Mouse"	Neutrophils	S100a8				Organoids	Heart 	Experimental autoimmune myocarditis	32431172	33	Circulation	23.61	Figure 1C	Single-Cell RNA Sequencing to Dissect the Immunological Network of Autoimmune Myocarditis	Xiumeng Hua	2020.07	GSE142564
6108	"Human,Mouse"	T cells	Cd3g				Organoids	Heart 	Experimental autoimmune myocarditis	32431172	33	Circulation	23.61	Figure 1C	Single-Cell RNA Sequencing to Dissect the Immunological Network of Autoimmune Myocarditis	Xiumeng Hua	2020.07	GSE142564
6109	"Human,Mouse"	Natural killer (NK) cells	"Ncr1, Ifng, Gzma"				Organoids	Heart 	Experimental autoimmune myocarditis	32431172	33	Circulation	23.61	"Figure 1C, Supplemental Figure 9B"	Single-Cell RNA Sequencing to Dissect the Immunological Network of Autoimmune Myocarditis	Xiumeng Hua	2020.07	GSE142564
6110	"Human,Mouse"	B cells	Cd79a				Organoids	Heart 	Experimental autoimmune myocarditis	32431172	33	Circulation	23.61	Figure 1C	Single-Cell RNA Sequencing to Dissect the Immunological Network of Autoimmune Myocarditis	Xiumeng Hua	2020.07	GSE142564
6111	"Human,Mouse"	Dendritic cells 	Flt3				Organoids	Heart 	Experimental autoimmune myocarditis	32431172	33	Circulation	23.61	Figure 1C	Single-Cell RNA Sequencing to Dissect the Immunological Network of Autoimmune Myocarditis	Xiumeng Hua	2020.07	GSE142564
6112	"Human,Mouse"	Innate lymphoid cells (ILCs)	"Gata3, Il5"				Organoids	Heart 	Experimental autoimmune myocarditis	32431172	33	Circulation	23.61	"Figure 1C, Supplemental Figure 9B"	Single-Cell RNA Sequencing to Dissect the Immunological Network of Autoimmune Myocarditis	Xiumeng Hua	2020.07	GSE142564
6113	"Human,Mouse"	Cardiomyocytes	Actc1				Organoids	Heart 	Experimental autoimmune myocarditis	32431172	33	Circulation	23.61	Figure 1C	Single-Cell RNA Sequencing to Dissect the Immunological Network of Autoimmune Myocarditis	Xiumeng Hua	2020.07	GSE142564
6114	"Human,Mouse"	Endothelial cells	"Cd34, Dcn"				Organoids	Heart 	Experimental autoimmune myocarditis	32431172	33	Circulation	23.61	"Figure 1C, Supplemental Figure 9B"	Single-Cell RNA Sequencing to Dissect the Immunological Network of Autoimmune Myocarditis	Xiumeng Hua	2020.07	GSE142564
6115	"Human,Mouse"	Neutrophil	"Oasl2, Ngp, S100a8, Il18bp, Prok2, S100a9"				Organoids	Heart 	Experimental autoimmune myocarditis	32431172	33	Circulation	23.61	Figure 3C	Single-Cell RNA Sequencing to Dissect the Immunological Network of Autoimmune Myocarditis	Xiumeng Hua	2020.07	GSE142564
6116	"Human,Mouse"	Macrophages1	Pmp22				Organoids	Heart 	Experimental autoimmune myocarditis	32431172	33	Circulation	23.61	Table	Single-Cell RNA Sequencing to Dissect the Immunological Network of Autoimmune Myocarditis	Xiumeng Hua	2020.07	GSE142564
6117	"Human,Mouse"	Macrophages2	"Milr1, Cxcl9, Ly6i, Nos2, Arg1, Ass1"				Organoids	Heart 	Experimental autoimmune myocarditis	32431172	33	Circulation	23.61	Table	Single-Cell RNA Sequencing to Dissect the Immunological Network of Autoimmune Myocarditis	Xiumeng Hua	2020.07	GSE142564
6118	"Human,Mouse"	Macrophage cluster 3	"Ccl8, Fbxo32"				Organoids	Heart 	Experimental autoimmune myocarditis	32431172	33	Circulation	23.61	Table	Single-Cell RNA Sequencing to Dissect the Immunological Network of Autoimmune Myocarditis	Xiumeng Hua	2020.07	GSE142564
6119	"Human,Mouse"	Macrophage cluster 4	Gpr34				Organoids	Heart 	Experimental autoimmune myocarditis	32431172	33	Circulation	23.61	Table	Single-Cell RNA Sequencing to Dissect the Immunological Network of Autoimmune Myocarditis	Xiumeng Hua	2020.07	GSE142564
6120	"Human,Mouse"	Macrophage cluster 5	Cd93				Organoids	Heart 	Experimental autoimmune myocarditis	32431172	33	Circulation	23.61	Table	Single-Cell RNA Sequencing to Dissect the Immunological Network of Autoimmune Myocarditis	Xiumeng Hua	2020.07	GSE142564
6121	"Human,Mouse"	Macrophage cluster 6	"Vcan, Plac8, Ly6c2"				Organoids	Heart 	Experimental autoimmune myocarditis	32431172	33	Circulation	23.61	Table	Single-Cell RNA Sequencing to Dissect the Immunological Network of Autoimmune Myocarditis	Xiumeng Hua	2020.07	GSE142564
6122	"Human,Mouse"	Macrophage cluster 7	"Ccr7, Wnt11, Clec10a, Tnip3"				Organoids	Heart 	Experimental autoimmune myocarditis	32431172	33	Circulation	23.61	Table	Single-Cell RNA Sequencing to Dissect the Immunological Network of Autoimmune Myocarditis	Xiumeng Hua	2020.07	GSE142564
6123	"Human,Mouse"	Macrophage cluster 8	" Tnf, Il-10, Cd207, Vsig4"				Organoids	Heart 	Experimental autoimmune myocarditis	32431172	33	Circulation	23.61	Table	Single-Cell RNA Sequencing to Dissect the Immunological Network of Autoimmune Myocarditis	Xiumeng Hua	2020.07	GSE142564
6124	"Human,Mouse"	Macrophage cluster 9	"Adgre4, Treml4"				Organoids	Heart 	Experimental autoimmune myocarditis	32431172	33	Circulation	23.61	Table	Single-Cell RNA Sequencing to Dissect the Immunological Network of Autoimmune Myocarditis	Xiumeng Hua	2020.07	GSE142564
6125	"Human,Mouse"	"l1a neutrophils, proinflammatory neutrophils"	"Oasl2, Il18bp, Cxcl3, Gbps"				Organoids	Heart 	Experimental autoimmune myocarditis	32431172	33	Circulation	23.61	Table	Single-Cell RNA Sequencing to Dissect the Immunological Network of Autoimmune Myocarditis	Xiumeng Hua	2020.07	GSE142564
6126	"Human,Mouse"	"Ngp Mmp8 neutrophils, profibrotic neutrophi"	"Ngp, Prok2, Mmp8"				Organoids	Heart 	Experimental autoimmune myocarditis	32431172	33	Circulation	23.61	Table	Single-Cell RNA Sequencing to Dissect the Immunological Network of Autoimmune Myocarditis	Xiumeng Hua	2020.07	GSE142564
6127	"Human,Mouse"	Cytotoxic CD8 T cells	"Lef1, Ms4a4b, Cd8a"				Organoids	Heart 	Experimental autoimmune myocarditis	32431172	33	Circulation	23.61	Table	Single-Cell RNA Sequencing to Dissect the Immunological Network of Autoimmune Myocarditis	Xiumeng Hua	2020.07	GSE142564
6128	"Human,Mouse"	T helper 17 (Th17) cells	"Tnfsf8, Cxcr6, Cd4, Il17a, Rora"				Organoids	Heart 	Experimental autoimmune myocarditis	32431172	33	Circulation	23.61	Table	Single-Cell RNA Sequencing to Dissect the Immunological Network of Autoimmune Myocarditis	Xiumeng Hua	2020.07	GSE142564
6129	"Human,Mouse"	regulatory T cells (Tregs)	"Cd4, Foxp3, Ctla4"				Organoids	Heart 	Experimental autoimmune myocarditis	32431172	33	Circulation	23.61	Table	Single-Cell RNA Sequencing to Dissect the Immunological Network of Autoimmune Myocarditis	Xiumeng Hua	2020.07	GSE142564
6130	"Human,Mouse"	Il-17a  gamma delta T cells	"Il23r, Trgv2, Il-17a"				Organoids	Heart 	Experimental autoimmune myocarditis	32431172	33	Circulation	23.61	Table	Single-Cell RNA Sequencing to Dissect the Immunological Network of Autoimmune Myocarditis	Xiumeng Hua	2020.07	GSE142564
6131	"Human,Mouse"	Il-17a neg gamma delta  T cells	"Birc5, Top2a"				Organoids	Heart 	Experimental autoimmune myocarditis	32431172	33	Circulation	23.61	Table	Single-Cell RNA Sequencing to Dissect the Immunological Network of Autoimmune Myocarditis	Xiumeng Hua	2020.07	GSE142564
6132	"Human,Mouse"	Immature B cells	"Ms4a1, Cd19, Ighd"				Organoids	Heart 	Experimental autoimmune myocarditis	32431172	33	Circulation	23.61	Table	Single-Cell RNA Sequencing to Dissect the Immunological Network of Autoimmune Myocarditis	Xiumeng Hua	2020.07	GSE142564
